device_id,os_type,control_name,expected,found
AND-54646,Android,Disable Flash Player,Disabled,Non-compliant
AND-90246,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-90246,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-90246,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-90246,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-90246,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-99108,Android,Disable Auto Sync,Disabled,Non-compliant
AND-99108,Android,Disable Password Manager,Disabled,Non-compliant
AND-99108,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-12495,Android,Block Pop-ups,Blocked,Non-compliant
AND-12495,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-12495,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-86751,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-86751,Android,Disable Developer Options,Disabled,Non-compliant
AND-86751,Android,Disable Autofill,Disabled,Non-compliant
AND-86751,Android,Disable Sync Features,Disabled,Non-compliant
AND-86751,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-86751,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-86751,Android,Disable Flash Player,Disabled,Non-compliant
AND-19447,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-19447,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-19447,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-19447,Android,Disable Autofill,Disabled,Non-compliant
AND-19447,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-19447,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-19447,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-16097,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-16097,Android,Block Pop-ups,Blocked,Non-compliant
AND-16097,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-87556,Android,Disable Developer Options,Disabled,Non-compliant
AND-87556,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-87556,Android,Disable Sync Features,Disabled,Non-compliant
AND-87556,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-87556,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-87556,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-34274,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-34274,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-34274,Android,Disable Password Manager,Disabled,Non-compliant
AND-34274,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-34274,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-34274,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-34274,Android,Disable Screen Recording,Disabled,Non-compliant
AND-72249,Android,Disable Developer Options,Disabled,Non-compliant
AND-72249,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-72249,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-72249,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-72249,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-41243,Android,Disable Auto Sync,Disabled,Non-compliant
AND-41243,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-41243,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-41243,Android,Disable Flash Player,Disabled,Non-compliant
AND-65060,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-65060,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-65060,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-65060,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-44081,Android,Disable Autofill,Disabled,Non-compliant
AND-44081,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-54741,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-54741,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-54741,Android,Disable Screen Capture,Disabled,Non-compliant
AND-54741,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-54741,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-54741,Android,Disable Sync Features,Disabled,Non-compliant
AND-54741,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-54741,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-97223,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-97223,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-97223,Android,Disable Screen Recording,Disabled,Non-compliant
AND-31302,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-31302,Android,Enable Safe Browsing Protection,Enabled,Non-compliant
AND-31302,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-31302,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-31302,Android,Disable Flash Player,Disabled,Non-compliant
AND-40093,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-40093,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-40093,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-40093,Android,Disable Autofill,Disabled,Non-compliant
AND-40093,Android,Disable Screen Recording,Disabled,Non-compliant
AND-46227,Android,Disable Screen Capture,Disabled,Non-compliant
AND-46227,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-46227,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-46227,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-46227,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-14391,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-14391,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-14391,Android,Disable USB Debugging,Disabled,Non-compliant
AND-14391,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-14391,Android,Disable Autofill,Disabled,Non-compliant
AND-14391,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-24108,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-24108,Android,Disable Sync Features,Disabled,Non-compliant
AND-82020,Android,Disable Sync Features,Disabled,Non-compliant
AND-83624,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-83624,Android,Disable Password Manager,Disabled,Non-compliant
AND-83624,Android,Disable Sync Features,Disabled,Non-compliant
AND-83624,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-48030,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-48030,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-48030,Android,Disable USB Debugging,Disabled,Non-compliant
AND-35220,Android,Disable Developer Options,Disabled,Non-compliant
AND-35220,Android,Disable Autofill,Disabled,Non-compliant
AND-35220,Android,Disable Password Manager,Disabled,Non-compliant
AND-35220,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-35220,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-78161,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-78161,Android,Disable USB Debugging,Disabled,Non-compliant
AND-78161,Android,Block Pop-ups,Blocked,Non-compliant
AND-78161,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-78161,Android,Disable Sync Features,Disabled,Non-compliant
AND-78161,Android,Disable Screen Recording,Disabled,Non-compliant
AND-78161,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-66765,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-66765,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-66765,Android,Disable Auto Sync,Disabled,Non-compliant
AND-66765,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-66765,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-66765,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-66765,Android,Disable Mixed Content Loading,Blocked,Non-compliant
AND-92251,Android,Disable NFC,Disabled (if not needed),Non-compliant
AND-92251,Android,Disable Google Assistant on Lock Screen,Disabled,Non-compliant
AND-92251,Android,Disable Screen Recording,Disabled,Non-compliant
AND-53854,Android,Disable Developer Options,Disabled,Non-compliant
AND-53854,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-53854,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-53854,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-53854,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-53854,Android,Disable Flash Player,Disabled,Non-compliant
AND-34082,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-34082,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-34082,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-34082,Android,Disable Automatic App Updates,Disabled or Controlled,Non-compliant
AND-34082,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-69364,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-69364,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-69364,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-69364,Android,Disable Flash Player,Disabled,Non-compliant
AND-26793,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-26793,Android,Enforce Screen Lock Timeout,≤ 5 minutes,Non-compliant
AND-26793,Android,Disable USB Debugging,Disabled,Non-compliant
AND-26793,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-26793,Android,Disable WebRTC IP Leakage,Enabled (Recommended),Non-compliant
AND-83826,Android,Disable Background Data Usage,Disabled or Limited,Non-compliant
AND-83826,Android,Disable Auto Sync,Disabled,Non-compliant
AND-83826,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-83826,Android,Disable Microphone Access,Disabled (if not required),Non-compliant
AND-83826,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-83826,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-39697,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-39697,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-39697,Android,Disable Camera Access,Disabled (if not required),Non-compliant
AND-39697,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-39697,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-82116,Android,Disable USB File Transfer,Disabled,Non-compliant
AND-82116,Android,Disable Auto Sync,Disabled,Non-compliant
AND-82116,Android,Enforce VPN Use for Enterprise Traffic,Enforced,Non-compliant
AND-82116,Android,Disable Sync Features,Disabled,Non-compliant
AND-82116,Android,Block Third-party Cookies,Blocked,Non-compliant
AND-67940,Android,Enforce Device Passcode,Enabled (Strong passcode),Non-compliant
AND-67940,Android,Disable Unknown Sources for App Installation,Disabled,Non-compliant
AND-67940,Android,Disable Auto Sync,Disabled,Non-compliant
AND-67940,Android,Disable Bluetooth Sharing,Disabled or Limited,Non-compliant
AND-67940,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-58063,Android,Enforce Encryption of Data at Rest,Enabled,Non-compliant
AND-58063,Android,Disable Clipboard Access,Disabled or Controlled,Non-compliant
AND-58063,Android,Disable Flash Player,Disabled,Non-compliant
AND-82096,Android,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
AND-82096,Android,Disable Location Services,Disabled or Limited,Non-compliant
AND-82096,Android,Block Pop-ups,Blocked,Non-compliant
AND-82096,Android,Disable Flash Player,Disabled,Non-compliant
IOS-66475,iOS,Disable USB Restricted Mode (allow USB only when unlocked),Enabled (USB Restricted Mode),Non-compliant
IOS-66475,iOS,Enable Encryption for Data at Rest,Enabled,Non-compliant
IOS-66475,iOS,Block Pop-ups in Safari,Enabled (Block pop-ups),Non-compliant
IOS-66475,iOS,Disable Screen Recording,Disabled,Non-compliant
IOS-26070,iOS,Disable USB Restricted Mode (allow USB only when unlocked),Enabled (USB Restricted Mode),Non-compliant
IOS-26070,iOS,Enforce TLS 1.2 or Higher,Enforced,Non-compliant
IOS-26070,iOS,Disable Screen Recording,Disabled,Non-compliant
IOS-69975,iOS,Require Face ID or Touch ID for Unlock,Enabled,Non-compliant
IOS-69975,iOS,Disable USB Restricted Mode (allow USB only when unlocked),Enabled (USB Restricted Mode),Non-compliant
IOS-69975,iOS,"Disable External Media (e.g., USB drives)",Disabled,Non-compliant
IOS-34353,iOS,Enforce VPN Use for Enterprise Data,Enforced,Non-compliant
IOS-98682,iOS,Enforce Auto-Lock Time,≤ 5 minutes,Non-compliant
IOS-98682,iOS,Disable USB Restricted Mode (allow USB only when unlocked),Enabled (USB Restricted Mode),Non-compliant
IOS-98682,iOS,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
IOS-98682,iOS,"Enable Managed Browser (e.g., Edge or Chrome)",Required,Non-compliant
IOS-98682,iOS,Disable Jailbreak Detection Bypass,Enforced,Non-compliant
IOS-98682,iOS,Enforce App Update Policy,Required,Non-compliant
IOS-79490,iOS,Require Face ID or Touch ID for Unlock,Enabled,Non-compliant
IOS-79490,iOS,Disable USB Restricted Mode (allow USB only when unlocked),Enabled (USB Restricted Mode),Non-compliant
IOS-79490,iOS,Disable Automatic App Installation,Disabled,Non-compliant
IOS-79490,iOS,Disable Siri Suggestions,Disabled,Non-compliant
IOS-90150,iOS,Enforce Device Passcode,Enabled (Complex passcode),Non-compliant
IOS-90150,iOS,Require Face ID or Touch ID for Unlock,Enabled,Non-compliant
IOS-90150,iOS,Disable Automatic App Installation,Disabled,Non-compliant
IOS-90150,iOS,Disable AirDrop,Disabled,Non-compliant
IOS-90150,iOS,Disable Background App Refresh,Disabled or Limited,Non-compliant
IOS-90150,iOS,Disable Camera Access,Disabled (if not needed),Non-compliant
IOS-90150,iOS,Disable Screen Recording,Disabled,Non-compliant
IOS-90150,iOS,Enforce App Update Policy,Required,Non-compliant
IOS-27661,iOS,Enable Encryption for Data at Rest,Enabled,Non-compliant
IOS-27661,iOS,Disable Background App Refresh,Disabled or Limited,Non-compliant
IOS-27661,iOS,Disable Screen Recording,Disabled,Non-compliant
IOS-27661,iOS,Disable Jailbreak Detection Bypass,Enforced,Non-compliant
IOS-96301,iOS,Enforce VPN Use for Enterprise Data,Enforced,Non-compliant
IOS-60314,iOS,Enforce Auto-Lock Time,≤ 5 minutes,Non-compliant
IOS-60314,iOS,Disable Automatic App Installation,Disabled,Non-compliant
IOS-60314,iOS,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
IOS-60314,iOS,Disable Location Services for All Apps,Disabled or Controlled,Non-compliant
IOS-60314,iOS,"Enable Managed Browser (e.g., Edge or Chrome)",Required,Non-compliant
IOS-55520,iOS,Enforce Auto-Lock Time,≤ 5 minutes,Non-compliant
IOS-55520,iOS,Block Installation of Unapproved Apps,Block unapproved apps,Non-compliant
IOS-55520,iOS,Disable Background App Refresh,Disabled or Limited,Non-compliant
